encoding_results.csv,utf-8
file_encodings.csv,UTF-8-SIG
GetPLMItmPlntInfo_P100.txt,SHIFT_JIS
GetSekkeiWBSJisseki.txt,CP932
KANSEI_JISSEKI.txt,SHIFT_JIS
KOUSU_JISSEKI.txt,SHIFT_JIS
KOUTEI_JISSEKI.txt,SHIFT_JIS
MARA_DL.csv,UTF-16
PP_DL_CSV_SEISAN_YOTEI.csv,UTF-16
PP_DL_CSV_ZTBP110.csv,UTF-16
SASIZU_JISSEKI.txt,CP932
V_SAGYO_TIME.txt,SHIFT_JIS
zf26.csv,CP932
zm114.txt,SHIFT_JIS
zm21.txt,SHIFT_JIS
ZM29.txt,SHIFT_JIS
zm37.txt,CP932
zm87n.txt,SHIFT_JIS
zp02.txt,CP932
ZP128_P100.txt,SHIFT_JIS
ZP128_P300.txt,SHIFT_JIS
ZP138.txt,SHIFT_JIS
zp160.txt,CP932
zp35.txt,SHIFT_JIS
zp58.txt,MacRoman
zp70.txt,SHIFT_JIS
zs191.txt,SHIFT_JIS
zs45.txt,SHIFT_JIS
ZS58MONTH.csv,CP932
ZS61KDAY.csv,CP932
zs65.txt,SHIFT_JIS
zs65_sss.txt,SHIFT_JIS
繝輔ぃ繧､繝ｫ蜷・繧ｨ繝ｳ繧ｳ繝ｼ繝・,
謇募・譏守ｴｰ・亥､ｧ髦ｪ・雲ZPR01201.txt,SHIFT_JIS
謇募・譏守ｴｰ・域ｻ玖ｳ・雲ZPR01201.txt,SHIFT_JIS
譛ｪ譖ｴ譁ｰ繝輔ぃ繧､繝ｫ荳隕ｧ.csv,utf-8
