MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964266	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964267	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964268	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964269	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964270	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964271	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964272	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964273	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911			5002964274	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010131913		A00A1962600	MRT-15010C        STD	10	1.000	PC	P100	1911		X	5002964275	0001	101	F	S	328471.00000	328471.00000	441000.00000	441000.00000
B10	20250305		000010132061		A6A063100	KSX-450ET-1          STD	5	5.000	PC	P100	1911		X	5002964278	0001	101	F	S	236753.00000	1183765.00000	362000.00000	1810000.00000
B10	20250310		000010131931		A00A2006500	UG1-2150FT3 ｽﾗｲﾄﾞ金具付	2	2.000	PC	P100	1911		X	5002965378	0001	101	F	S	73778.00000	147556.00000	108000.00000	216000.00000
B10	20250310		000010132568		E00A5285600	KSX-4000MPNDS ﾒｲﾝﾊｰﾈｽ加工	35	35.000	PC	P100	1210		X	5002965547	0001	101	F	S	433.00000	15155.00000	0.00000	0.00000
B10	20250310		000010132423		U00A0072500	AE保守用水ﾎﾟﾝﾌﾟｾｯﾄ	11	11.000	SET	P100	1910		X	5002965546	0001	101	F	S	25093.00000	276023.00000	0.00000	0.00000
B10	20250312	M-0339447-10	000040162575		A00A1910400	HKD-30150GU (K)	1	1.000	PC	P100	1911	X		4908120932	0001	581		S	311037.00000	311037.00000	550000.00000	550000.00000
