MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20240402		000010124581		A7A809102	KSX-2100CDIRC ROHS 62368	50	-1.000	PC	P100	1910			5002867853	0001	102	F	H	142655.00000	142655.00000-	161000.00000	161000.00000-
B10	20240402		000010124581		A7A809102	KSX-2100CDIRC ROHS 62368	50	-49.000	PC	P100	1910			5002867858	0001	102	F	H	142655.00000	6990095.00000-	161000.00000	7889000.00000-
B10	20240405		000010126608		U00A0249000	NDU-116RFC22N20-I	1	1.000	PC	P100	1910		X	5002869489	0001	101	F	S	66843.00000	66843.00000	0.00000	0.00000
B10	20240405		000010126609		U00A0249001	&NDU-116RFC22N20-I	1	1.000	PC	P100	1210		X	5002869392	0001	101	F	S	51338.00000	51338.00000	0.00000	0.00000
B10	20240408		000010125042		A6A862600	IDKS-40-200T3 L67-70L	16	16.000	PC	P100	1911		X	5002869974	0001	101	F	S	307950.00000	4927200.00000	429000.00000	6864000.00000
B10	20240408		000010127906		U00A0198002	＆PC-F167V6F8-PV-D	3	3.000	PC	P100	1310		X	5002869826	0001	101	F	S	411249.00000	1233747.00000	0.00000	0.00000
B10	20240409		000010124581		A7A809102	KSX-2100CDIRC ROHS 62368	50	50.000	PC	P100	1910		X	5002870032	0001	101	F	S	142655.00000	7132750.00000	161000.00000	8050000.00000
B10	20240409		000010128574		E00A5285600	KSX-4000MPNDS ﾒｲﾝﾊｰﾈｽ加工	25	25.000	PC	P100	1210		X	5002870260	0001	101	F	S	433.00000	10825.00000	0.00000	0.00000
B10	20240409		000010128641		E00A5285600	KSX-4000MPNDS ﾒｲﾝﾊｰﾈｽ加工	25	25.000	PC	P100	1210		X	5002870261	0001	101	F	S	433.00000	10825.00000	0.00000	0.00000
B10	20240409	M-0327572-10	000040156864		A00A1338700	HKE-830GT35(K)	5	5.000	PC	P100	1911	X		4907795724	0001	581		S	156203.00000	781015.00000	300000.00000	1500000.00000
B10	20240410		000010124405		A00A1548802	KSM-6002HAFIWV (RoHS)	40	-40.000	PC	P100	1911			5002870936	0001	102	F	H	262354.00000	10494160.00000-	450000.00000	18000000.00000-
