MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20250403		000010132292		U00A0249301	&NDU-130RFC22N40-I	5	5.000	PC	P100	1210		X	5002971997	0001	101	F	S	52974.00000	264870.00000	0.00000	0.00000
B10	20250407		000010132293		U00A0249501	&NDU-160RFC12N75-I	81	81.000	PC	P100	1210		X	5002973382	0001	101	F	S	41673.00000	3375513.00000	0.00000	0.00000
B10	20250409		000010132290		U00A0248101	&DLU-120RFC11N30-I	136	136.000	PC	P100	1210		X	5002974011	0001	101	F	S	39804.00000	5413344.00000	0.00000	0.00000
B10	20250409		000010132291		U00A0249001	&NDU-116RFC22N20-I	51	51.000	PC	P100	1210		X	5002973995	0001	101	F	S	56549.00000	2883999.00000	0.00000	0.00000
B10	20250410		000010132285		U0A446101	＆DMU-12RF01 ﾀﾞﾐｰﾕﾆｯﾄ	2	2.000	PC	P100	1210		X	5002974351	0001	101	F	S	6328.00000	12656.00000	0.00000	0.00000
B10	20250410		000010132284		U0A465902	＆BKU-12RFA21N20 16A RoHS	16	16.000	PC	P100	1210		X	5002974352	0001	101	F	S	10366.00000	165856.00000	0.00000	0.00000
B10	20250410		000010132283		U0A537203	＆BKU-16RFA12M        60A	2	2.000	PC	P100	1210		X	5002974350	0001	101	F	S	13482.00000	26964.00000	0.00000	0.00000
B10	20250411		000010132281		U00A0247201	＆SDU-130RFC22N40-I	53	53.000	PC	P100	1210		X	5002974505	0001	101	F	S	30222.00000	1601766.00000	0.00000	0.00000
B10	20250411		000010132282		U00A0248301	＆DLU-130RFC12N40-I	8	8.000	PC	P100	1210		X	5002974502	0001	101	F	S	33979.00000	271832.00000	0.00000	0.00000
B10	20250411		000010132295		U00A0326300	FXP-RFC-4W-L16501	8	8.000	PC	P100	1210		X	5002974739	0001	101	F	S	77313.00000	618504.00000	0.00000	0.00000
B10	20250411		000010132296		U00A0326400	FXP-RFC-4W-R16501	4	4.000	PC	P100	1210		X	5002974736	0001	101	F	S	77348.00000	309392.00000	0.00000	0.00000
B10	20250411		000010132297		U00A0342200	FXP-RFC-3W-L16501	4	4.000	PC	P100	1210		X	5002974737	0001	101	F	S	77647.00000	310588.00000	0.00000	0.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974726	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974727	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974728	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974729	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974730	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974731	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974732	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974733	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911			5002974734	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132394		U0A970300	SPU-2020	10	1.000	PC	P100	1911		X	5002974735	0001	101	F	S	19052.00000	19052.00000	21600.00000	21600.00000
B10	20250411		000010132395		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002974716	0001	101	F	S	21690.00000	21690.00000	24600.00000	24600.00000
B10	20250411		000010132395		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002974717	0001	101	F	S	21690.00000	21690.00000	24600.00000	24600.00000
B10	20250411		000010132395		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002974718	0001	101	F	S	21690.00000	21690.00000	24600.00000	24600.00000
B10	20250411		000010132395		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002974719	0001	101	F	S	21690.00000	21690.00000	24600.00000	24600.00000
B10	20250411		000010132395		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002974720	0001	101	F	S	21690.00000	21690.00000	24600.00000	24600.00000
