MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20240805	M-0328805-10	000040157548		A00A1910400	HKD-30150GU (K)	2	2.000	PC	P100	1911	X		4907920266	0001	581		S	319042.00000	638084.00000	600000.00000	1200000.00000
B10	20240828		000010128721		A00A0471900	KCX-80P1             STD	6	6.000	PC	P100	1911		X	5002910383	0001	101	F	S	320567.00000	1923402.00000	457750.00000	2746500.00000
B10	20240828		000010127800		A00A0627401	KSX-2000MPNDS(ROHS)	25	25.000	PC	P100	1911		X	5002910385	0001	101	F	S	119624.00000	2990600.00000	280000.00000	7000000.00000
B10	20240828		000010127801		A00A0627401	KSX-2000MPNDS(ROHS)	25	25.000	PC	P100	1911		X	5002910386	0001	101	F	S	119624.00000	2990600.00000	280000.00000	7000000.00000
B10	20240828		000010127706		U00A0119203	＆PC3-F150V6F8-R-B	1	1.000	PC	P100	1210		X	5002910380	0001	101	F	S	370716.00000	370716.00000	0.00000	0.00000
B10	20240828		000010127705		U00A0119303	＆PC3-F150V6F8-L-B	1	1.000	PC	P100	1210		X	5002910381	0001	101	F	S	370724.00000	370724.00000	0.00000	0.00000
B10	20240828		000010129121		U00A0198002	＆PC-F167V6F8-PV-D	6	6.000	PC	P100	1210		X	5002910382	0001	101	F	S	411249.00000	2467494.00000	0.00000	0.00000
B10	20240828	M-0331401-10	000040158992		A00A1699500	HKD-3050GUT106 (K)	1	1.000	PC	P100	1911	X		4907938248	0001	581		S	220870.00000	220870.00000	380000.00000	380000.00000
B10	20240829		000010124631		A00A1201200	SW-V02    (REACH)	15	15.000	PC	P100	1911		X	5002910799	0001	101	F	S	242718.00000	3640770.00000	410000.00000	6150000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911192	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911193	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911194	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911195	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911196	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911197	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911198	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911199	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911200	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911201	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911202	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911203	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911204	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911205	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911206	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911207	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911208	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911209	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911210	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911211	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911212	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911213	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911214	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911215	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911216	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911217	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911218	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911219	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911220	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911221	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911222	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911223	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911224	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911225	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911226	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911227	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911228	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911229	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911230	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911231	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911232	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911233	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911234	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911235	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911236	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911237	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911238	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911239	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911			5002911240	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B10	20240830		000010130004		A00A1915100	UG-TB1V (CV)	50	1.000	PC	P100	1911		X	5002911241	0001	101	F	S	6316.00000	6316.00000	8000.00000	8000.00000
B50	20240806	W-0323910-10	000040154328		A00A0553103	TSIB-100K	2	2.000	PC	P100	1911	X		4907921444	0001	581		S	2751818.00000	5503636.00000	4200000.00000	8400000.00000
B50	20240807		000010128541		U0A466900	HF UNIT IN 100V	1	1.000	PC	P100	1210		X	5002905274	0001	101	F	S	41725.00000	41725.00000	0.00000	0.00000
B50	20240821	M-0331303-70	000040158942		A00A2054400	MRMラック用キャスター	1	1.000	PC	P100	1911	X		4907930954	0001	581		S	225411.00000	225411.00000	333000.00000	333000.00000
B50	20240828	M-0328728-10	000040157487		A00A1880600	MRS-8040T	1	1.000	PC	P100	1911	X		4907938247	0001	581		S	1219271.00000	1219271.00000	1800000.00000	1800000.00000
B50	20240829		000010127928		U00A0192301	80V-300A T1(UNIT)	2	1.000	PC	P100	1210			5002910744	0001	101	F	S	573052.00000	573052.00000	0.00000	0.00000
B50	20240829	M-0329780-10	000040158107		A00A2045000	KCA4F7-15-1500VC	2	2.000	PC	P100	1911	X		4907939780	0001	581		S	1072680.00000	2145360.00000	1624000.00000	3248000.00000
B50	20240830		000010127924		A00A1311100	KTA2F2-80-300VCT1	2	1.000	PC	P100	1911			5002911084	0001	101	F	S	1466909.00000	1466909.00000	2935000.00000	2935000.00000
B50	20240830		000010126945		A7A241900	NSW-21EX   (ﾘｮｳｻﾝ STD)	10	10.000	PC	P100	1911		X	5002911088	0001	101	F	S	1176051.00000	11760510.00000	1360000.00000	13600000.00000
B50	20240830	W-0323910-20	000040154329		A00A0553103	TSIB-100K	2	2.000	PC	P100	1911	X		4907941378	0001	581		S	2751818.00000	5503636.00000	4200000.00000	8400000.00000
B51	20240822	M-0313907-10	000040147809		A00A1907100	KTA2F2-8-300HPR DN2	20	20.000	PC	P100	1911	X		4907932365	0001	581		S	1867159.00000	37343180.00000	4000000.00000	80000000.00000
B51	20240830	M-0313908-10	000040147810		A00A1907100	KTA2F2-8-300HPR DN2	6	6.000	PC	P100	1911	X		4907941311	0001	581		S	1867159.00000	11202954.00000	4000000.00000	24000000.00000
B55	20240807		000010130870		A7A510500	ﾘﾓｺﾝｺｰﾄﾞ30M(MRS)       02	2	2.000	PC	P100	1911		X	5002905168	0001	101	F	S	36327.00000	72654.00000	38000.00000	76000.00000
B55	20240821		000010130683		A00A1593100	KTA2F2-15-150 RC CABLE 4M	1	1.000	PC	P100	1910		X	5002908045	0001	101	F	S	14288.00000	14288.00000	20281.00000	20281.00000
B55	20240828		000010129642		A00A0316600	HKD-3RE　FTYPE　ﾊﾟﾈﾙｶｯﾄ	1	1.000	PC	P100	1911		X	5002910379	0001	101	F	S	25969.00000	25969.00000	55000.00000	55000.00000
